LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	3PTM	3PTA	3PT%	FGM	FGA	FG%	FTM	FTA	FT%	OR	DR	TR	AST	PF	DF	ST	TO	BLK	BLKA	VAL	+ / -
Winston C., Harris E., Bonga I., Weiler-Babb N., Hunter O.	BAY	6	10	3	7	43%	1	3	33%	4	10	40%	1	1	100%	0	7	7	1	3	2	0	1	0	1	9	-1
Poythress A., Colson B., Adams J., Brown L., Menco R.	MTA	2.1	5	0	1	0%	1	1	100%	1	2	50%	2	2	100%	0	1	1	1	1	1	0	0	0	0	6	0
Winston C., Bonga I., Weiler-Babb N., Jaramaz O., Hunter O.	BAY	1.6	6	0	0	-	0	0	-	0	0	-	6	6	100%	0	3	3	0	1	3	0	0	0	0	11	3
Walden C., Bonga I., Weiler-Babb N., Jaramaz O., Hunter O.	BAY	2	5	0	1	0%	0	0	-	0	1	0%	5	8	63%	0	2	2	0	2	3	0	1	0	0	3	-1
Colson B., Adams J., Martin J., Dibartolomeo J., Menco R.	MTA	0.1	1	0	0	-	0	0	-	0	0	-	1	2	50%	0	0	0	0	0	0	0	0	0	0	0	1
Edwards C., Booker D., Calathes N., Hayes N., Jekiri T.	FBD	16.8	34	15	22	68%	1	7	14%	16	29	55%	1	3	33%	8	9	17	8	5	7	3	8	0	2	39	0
Lammers B., Smith J., Sikma L., Blatt T., Schneider T.	BER	4.3	5	1	4	25%	1	3	33%	2	7	29%	0	0	-	0	2	2	1	1	0	1	2	0	0	1	-8
Lammers B., Smith J., Sikma L., Lo M., Schneider T.	BER	4.6	8	1	3	33%	2	6	33%	3	9	33%	0	0	-	3	4	7	2	2	3	0	1	0	1	10	0
Lammers B., Smith J., Sikma L., Lo M., Zoosman Y.	BER	14.9	36	11	16	69%	3	6	50%	14	22	64%	5	5	100%	0	10	10	11	7	4	5	4	0	1	46	13
Lammers B., Smith J., Thiemann J., Lo M., Zoosman Y.	BER	12.3	35	10	14	71%	2	9	22%	12	23	52%	9	10	90%	4	5	9	9	7	10	2	1	0	2	43	7
Thiemann J., Delow M., Lo M., Wetzell Y., Zoosman Y.	BER	4.3	10	1	4	25%	1	2	50%	2	6	33%	5	6	83%	0	1	1	2	3	3	3	4	0	0	7	3
Akpinar I., Motley J., Guduric M., Birsen M., Calathes N.	FBD	1.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	2	2	0	1	0	0	2	0	0	-2	-5
Edwards C., Akpinar I., Motley J., Guduric M., Birsen M.	FBD	2.2	4	2	2	100%	0	0	-	2	2	100%	0	0	-	0	3	3	1	1	3	2	4	0	0	8	-1
Edwards C., Motley J., Guduric M., Birsen M., Calathes N.	FBD	3.7	9	1	1	100%	1	2	50%	2	3	67%	4	4	100%	0	2	2	2	4	3	0	2	0	0	9	4
Lammers B., Smith J., Thiemann J., Lo M., Blatt T.	BER	1.3	6	0	0	-	2	2	100%	2	2	100%	0	0	-	0	1	1	2	0	0	1	1	0	0	9	6
Lammers B., Smith J., Sikma L., Lo M., Blatt T.	BER	3.1	9	3	3	100%	0	3	0%	3	6	50%	3	4	75%	2	0	2	2	3	5	1	3	0	0	9	3
Lammers B., Smith J., Sikma L., Delow M., Blatt T.	BER	1.4	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	2	0	0	1	0	0	-4	-8
Smith J., Thiemann J., Delow M., Blatt T., Wetzell Y.	BER	2.1	2	1	5	20%	0	0	-	1	5	20%	0	0	-	1	1	2	0	1	0	0	0	0	0	-1	-3
Smith J., Thiemann J., Lo M., Blatt T., Wetzell Y.	BER	0.9	2	0	0	-	0	1	0%	0	1	0%	2	2	100%	0	0	0	0	0	1	0	0	0	0	2	-3
Thiemann J., Delow M., Lo M., Schneider T., Wetzell Y.	BER	6.1	12	4	7	57%	0	2	0%	4	9	44%	4	5	80%	2	0	2	1	1	4	2	3	0	0	11	-10
Edwards C., Motley J., Guduric M., Mahmutoglu M., Birsen M.	FBD	2.8	12	2	3	67%	2	3	67%	4	6	67%	2	2	100%	2	1	3	3	2	1	1	0	0	0	16	5
Motley J., Guduric M., Mahmutoglu M., Birsen M., Hazer S.	FBD	3.7	10	2	2	100%	2	2	100%	4	4	100%	0	0	-	0	3	3	3	1	1	0	4	0	0	12	3
Lammers B., Sikma L., Delow M., Lo M., Schneider T.	BER	2.8	4	2	5	40%	0	3	0%	2	8	25%	0	0	-	2	3	5	1	4	0	1	1	0	1	-1	1
Motley J., Mahmutoglu M., Birsen M., Calathes N., Hazer S.	FBD	1.5	1	0	1	0%	0	0	-	0	1	0%	1	2	50%	0	1	1	1	0	2	0	0	0	0	3	-3
Akpinar I., Mahmutoglu M., Birsen M., Hazer S., Jekiri T.	FBD	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	-1
Akpinar I., Mahmutoglu M., Hazer S., Biberovic T., Jekiri T.	FBD	5.4	11	4	6	67%	1	3	33%	5	9	56%	0	1	0%	2	2	4	2	2	1	1	5	0	1	6	-3
Lammers B., Delow M., Schulte R., Blatt T., Zoosman Y.	BER	1.8	5	1	2	50%	1	1	100%	2	3	67%	0	0	-	0	1	1	2	0	0	2	1	0	0	8	3
Baron B., Davies B., Hall D., Mitrou-Long N., Melli N.	MIL	19.3	35	4	11	36%	6	13	46%	10	24	42%	9	12	75%	3	11	14	8	11	9	4	9	0	1	32	-6
Williams D., Bacon D., Papagiannis G., Ponitka M., Kalaitzakis P.	PAO	1.8	2	1	1	100%	0	2	0%	1	3	33%	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Williams D., Bacon D., Kalaitzakis G., Papagiannis G., Ponitka M.	PAO	0.9	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	0	1	0	0	0	0	0	1	-1
Gudaitis A., Williams D., Kalaitzakis G., Ponitka M., Lee P.	PAO	4.8	11	2	4	50%	2	4	50%	4	8	50%	1	2	50%	3	1	4	3	1	5	2	2	0	1	16	6
Baron B., Thomas D., Hall D., Ricci G., Hines K.	MIL	4.6	9	1	4	25%	2	2	100%	3	6	50%	1	2	50%	2	3	5	2	2	4	0	1	0	1	12	3
Baron B., Thomas D., Ricci G., Hines K., Baldasso T.	MIL	1.1	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	3	0	0	0	1	0	-2	0
Thomas D., Ricci G., Hines K., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	5.6	13	0	2	0%	4	8	50%	4	10	40%	1	2	50%	4	6	10	4	5	0	1	3	0	0	13	-1
Davies B., Ricci G., Hines K., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	0	1	0	1	0	0	1	0
Davies B., Ricci G., Mitrou-Long N., Melli N., Luwawu-Cabarrot T.	MIL	5.7	8	4	9	44%	0	3	0%	4	12	33%	0	0	-	5	4	9	1	2	4	3	0	0	0	15	6
Williams D., Bacon D., Bochoridis E., Papagiannis G., Lee P.	PAO	5.8	11	2	4	50%	1	3	33%	3	7	43%	4	4	100%	2	3	5	1	3	3	1	1	0	0	13	0
Ricci G., Hines K., Mitrou-Long N., Melli N., Luwawu-Cabarrot T.	MIL	1.8	0	0	3	0%	0	1	0%	0	4	0%	0	0	-	2	0	2	0	1	1	1	1	0	0	-2	-4
Williams D., Bacon D., Bochoridis E., Papagiannis G., Ponitka M.	PAO	0.8	4	1	1	100%	0	0	-	1	1	100%	2	3	67%	0	1	1	0	0	1	0	0	0	0	5	4
Baron B., Thomas D., Hall D., Hines K., Mitrou-Long N.	MIL	2	8	1	3	33%	1	1	100%	2	4	50%	3	3	100%	1	0	1	3	0	2	0	0	0	0	12	2
Thomas D., Hall D., Ricci G., Hines K., Mitrou-Long N.	MIL	1.1	3	0	1	0%	1	1	100%	1	2	50%	0	0	-	1	2	3	0	1	1	0	0	1	0	6	3
Davies B., Hall D., Hines K., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	3.6	8	2	4	50%	0	1	0%	2	5	40%	4	4	100%	1	0	1	0	0	2	2	0	0	0	10	-2
Gudaitis A., Williams D., Bacon D., Bochoridis E., Ponitka M.	PAO	2.3	5	1	2	50%	1	2	50%	2	4	50%	0	0	-	1	1	2	0	0	0	1	0	0	0	6	-2
Baron B., Thomas D., Hall D., Hines K., Luwawu-Cabarrot T.	MIL	4.7	4	2	4	50%	0	2	0%	2	6	33%	0	1	0%	0	0	0	1	2	4	0	1	0	0	1	-6
Baron B., Hall D., Hines K., Mitrou-Long N., Luwawu-Cabarrot T.	MIL	0.2	2	1	2	50%	0	0	-	1	2	50%	0	0	-	1	0	1	0	0	2	0	0	0	0	4	2
Baron B., Hines K., Mitrou-Long N., Melli N., Luwawu-Cabarrot T.	MIL	0.6	3	0	0	-	0	0	-	0	0	-	3	3	100%	0	0	0	0	0	1	0	1	0	0	3	0
Baron B., Davies B., Mitrou-Long N., Melli N., Luwawu-Cabarrot T.	MIL	13.6	20	7	13	54%	2	3	67%	9	16	56%	0	2	0%	1	7	8	6	4	7	1	6	0	0	23	-7
Baron B., Thomas D., Mitrou-Long N., Melli N., Luwawu-Cabarrot T.	MIL	2.9	5	1	2	50%	1	2	50%	2	4	50%	0	2	0%	1	1	2	2	2	2	1	1	0	0	5	0
Baron B., Thomas D., Hall D., Mitrou-Long N., Melli N.	MIL	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	1	0	0	0	0	1	-2
Baron B., Hall D., Ricci G., Melli N., Luwawu-Cabarrot T.	MIL	1.1	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	2	0	0	2	0	0	-5	-8
Hall D., Ricci G., Hines K., Melli N., Luwawu-Cabarrot T.	MIL	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Baron B., Davies B., Hall D., Melli N., Baldasso T.	MIL	0.2	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	-5
Webb J., Harper J., Rivero J., Prepelic K., Alexander K.	VBC	0.6	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	0	1	0	1	0	0	1	-1
Hollins A., Dibartolomeo J., Nebo J., Brown L., Sorkin R.	MTA	1.5	6	0	0	-	2	2	100%	2	2	100%	0	0	-	0	1	1	1	1	0	1	1	0	0	7	6
Hollins A., Martin J., Dibartolomeo J., Sorkin R., Baldwin W.	MTA	2.2	5	1	3	33%	1	2	50%	2	5	40%	0	0	-	0	3	3	2	3	0	0	0	0	0	4	0
Colson B., Cohen J., Dibartolomeo J., Sorkin R., Baldwin W.	MTA	5.1	8	4	7	57%	0	4	0%	4	11	36%	0	0	-	2	4	6	0	4	4	1	0	1	0	9	0
Colson B., Cohen J., Dibartolomeo J., Nebo J., Baldwin W.	MTA	8.6	12	4	5	80%	0	5	0%	4	10	40%	4	4	100%	1	5	6	3	6	6	1	4	2	0	14	-13
Webb J., Radebaugh J., Prepelic K., Alexander K., Claver V.	VBC	1.9	5	0	1	0%	1	1	100%	1	2	50%	2	2	100%	0	1	1	2	1	2	0	1	0	0	7	1
Hollins A., Cohen J., Dibartolomeo J., Nebo J., Baldwin W.	MTA	1	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	0	0	1	1	0	0	1	0	0	2	2
Hollins A., Cohen J., Nebo J., Brown L., Baldwin W.	MTA	0.4	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	0	-2	0
Hollins A., Hilliard D., Cohen J., Nebo J., Brown L.	MTA	9.9	16	5	10	50%	2	6	33%	7	16	44%	0	0	-	2	4	6	4	3	3	0	1	0	0	16	-4
Dubljevic B., Harper J., Puerto J., Claver V., Lopez-Arostegui X.	VBC	1.3	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	1	1	0	1	0	0	1	0	0	1	0
Hollins A., Hilliard D., Martin J., Nebo J., Brown L.	MTA	0.8	4	2	2	100%	0	0	-	2	2	100%	0	0	-	0	0	0	2	0	0	0	0	0	0	6	4
Hollins A., Hilliard D., Cohen J., Martin J., Brown L.	MTA	2	2	1	3	33%	0	0	-	1	3	33%	0	0	-	0	2	2	0	2	0	1	1	0	0	0	1
Hilliard D., Cohen J., Martin J., Brown L., Baldwin W.	MTA	2	3	1	2	50%	0	1	0%	1	3	33%	1	2	50%	1	1	2	1	0	1	0	0	0	0	4	-2
Hollins A., Martin J., Nebo J., Brown L., Baldwin W.	MTA	3.4	6	0	0	-	2	5	40%	2	5	40%	0	0	-	1	2	3	2	3	0	1	1	1	0	6	0
Colson B., Hilliard D., Dibartolomeo J., Brown L., Sorkin R.	MTA	10.4	25	6	6	100%	3	6	50%	9	12	75%	4	5	80%	0	4	4	3	4	5	1	3	1	0	28	5
Dubljevic B., Pradilla J., Webb J., Harper J., Prepelic K.	VBC	6.1	16	1	2	50%	3	4	75%	4	6	67%	5	5	100%	0	4	4	5	3	5	1	3	0	1	22	5
Dubljevic B., Pradilla J., Harper J., Prepelic K., Claver V.	VBC	1.8	7	1	1	100%	1	1	100%	2	2	100%	2	2	100%	0	1	1	1	1	2	0	0	0	0	10	6
Pradilla J., Harper J., Rivero J., Prepelic K., Alexander K.	VBC	0.3	1	0	0	-	0	0	-	0	0	-	1	2	50%	0	0	0	1	0	0	0	0	0	0	1	-1
Colson B., Hilliard D., Dibartolomeo J., Sorkin R., Baldwin W.	MTA	11.7	36	11	19	58%	3	6	50%	14	25	56%	5	6	83%	7	8	15	5	10	5	1	1	1	0	40	9
Colson B., Hilliard D., Nebo J., Sorkin R., Baldwin W.	MTA	0.4	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	0	0	0	0	1	0	0	0	0	3	-3
Hilliard D., Nebo J., Brown L., Sorkin R., Baldwin W.	MTA	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Hilliard D., Adams J., Dibartolomeo J., Nebo J., Brown L.	MTA	0.3	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	0	0	0	0	0	0	0	2	2
Rivero J., Radebaugh J., Alexander K., Claver V., Lopez-Arostegui X.	VBC	2.2	8	3	5	60%	0	0	-	3	5	60%	2	2	100%	1	2	3	1	0	1	0	0	0	1	10	6
Rivero J., Radebaugh J., Puerto J., Claver V., Lopez-Arostegui X.	VBC	1.2	0	0	0	-	0	2	0%	0	2	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	-1	-4
Rivero J., Radebaugh J., Prepelic K., Alexander K., Lopez-Arostegui X.	VBC	1.6	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	0	0	1	1	0	0	1	0	0	0	-3
Hollins A., Cohen J., Adams J., Brown L., Sorkin R.	MTA	4	11	3	5	60%	1	4	25%	4	9	44%	2	2	100%	3	1	4	2	1	1	2	0	0	0	14	6
Harper J., Rivero J., Prepelic K., Alexander K., Lopez-Arostegui X.	VBC	19.2	52	7	13	54%	6	13	46%	13	26	50%	20	24	83%	5	9	14	12	11	18	1	5	3	1	66	12
Webb J., Harper J., Rivero J., Prepelic K., Lopez-Arostegui X.	VBC	3.4	2	0	1	0%	0	2	0%	0	3	0%	2	2	100%	0	2	2	0	2	4	0	3	0	0	0	-8
Hollins A., Cohen J., Dibartolomeo J., Brown L., Sorkin R.	MTA	2.3	5	2	3	67%	0	1	0%	2	4	50%	1	2	50%	1	2	3	0	1	2	1	1	0	0	6	2
Hilliard D., Cohen J., Dibartolomeo J., Nebo J., Brown L.	MTA	4.4	12	1	2	50%	3	4	75%	4	6	67%	1	1	100%	1	1	2	2	6	1	1	4	0	0	6	2
Hollins A., Colson B., Hilliard D., Dibartolomeo J., Nebo J.	MTA	2.8	5	1	2	50%	1	1	100%	2	3	67%	0	0	-	1	2	3	2	0	0	0	0	0	0	9	2
Pradilla J., Webb J., Radebaugh J., Alexander K., Lopez-Arostegui X.	VBC	0.3	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	0
Ferrando G., Pradilla J., Webb J., Radebaugh J., Alexander K.	VBC	2.5	3	0	0	-	1	2	50%	1	2	50%	0	0	-	0	0	0	0	0	0	0	0	0	0	2	-2
Bentil B., Vildoza L., Mitrovic L., Nedovic N., Lazarevic S.	CZV	5.7	12	2	4	50%	1	3	33%	3	7	43%	5	5	100%	2	3	5	2	1	5	1	1	0	0	19	3
Petrusev F., Vildoza L., Mitrovic L., Nedovic N., Lazarevic S.	CZV	13.4	25	9	13	69%	0	4	0%	9	17	53%	7	10	70%	2	4	6	5	8	4	5	5	0	0	21	-7
Exum D., Nunnally J., Punter K., Lessort M., Brodziansky V.	PAR	3.9	3	1	4	25%	0	0	-	1	4	25%	1	2	50%	0	0	0	2	3	3	0	2	0	0	-1	-9
Lazic B., Petrusev F., Martin H., Vildoza L., Dobric O.	CZV	4.9	16	5	7	71%	2	3	67%	7	10	70%	0	2	0%	2	1	3	5	1	3	2	0	0	1	22	5
Smailagic A., Nunnally J., Punter K., Madar Y., Leday Z.	PAR	14.1	29	6	13	46%	5	9	56%	11	22	50%	2	2	100%	3	5	8	6	10	4	3	4	1	1	25	-2
Petrusev F., Martin H., Dobric O., Lazarevic S., Markovic S.	CZV	1.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	3	3	0	0	0	0	2	1	0	2	0
Lazic B., Petrusev F., Vildoza L., Mitrovic L., Dobric O.	CZV	20.6	43	11	25	44%	4	11	36%	15	36	42%	9	10	90%	10	12	22	12	4	15	2	5	0	1	62	5
Bentil B., Lazic B., Martin H., Holland J., Vildoza L.	CZV	0.8	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	1	0	0	0	0	-1	-2
Andjusic D., Exum D., Papapetrou I., Lessort M., Vukcevic T.	PAR	7.4	17	4	5	80%	3	7	43%	7	12	58%	0	0	-	3	4	7	3	3	3	1	5	0	0	18	1
Petrusev F., Mitrovic L., Nedovic N., Dobric O., Markovic S.	CZV	5.5	14	2	5	40%	2	3	67%	4	8	50%	4	4	100%	1	5	6	3	3	3	0	1	0	0	18	2
Petrusev F., Vildoza L., Mitrovic L., Dobric O., Lazarevic S.	CZV	12.3	35	10	14	71%	2	6	33%	12	20	60%	9	10	90%	4	5	9	7	11	6	4	3	0	0	38	2
Abalde A., Musa D., Williams-Goss N., Cornelie P., Tavares W.	RMB	28.9	53	14	30	47%	6	15	40%	20	45	44%	7	12	58%	11	17	28	15	12	10	2	8	3	2	59	6
Abalde A., Causeur F., Cornelie P., Llull S., Tavares W.	RMB	2.1	5	1	1	100%	1	3	33%	2	4	50%	0	0	-	0	3	3	0	1	0	0	0	0	0	5	4
Diallo A., Motiejunas D., Okobo E., Brown J., Strazel M.	MCO	3.3	5	0	1	0%	0	2	0%	0	3	0%	5	7	71%	1	3	4	1	3	2	0	1	0	0	3	-3
Diallo A., Hall D., Blossomgame J., James M., Ouattara Y.	MCO	10.2	27	5	10	50%	4	8	50%	9	18	50%	5	9	56%	4	8	12	5	8	6	1	3	0	1	26	8
Abalde A., Musa D., Hezonja M., Rodriguez S., Tavares W.	RMB	1.8	2	1	1	100%	0	2	0%	1	3	33%	0	0	-	0	1	1	0	1	1	1	0	1	0	3	-2
Abalde A., Musa D., Cornelie P., Rodriguez S., Tavares W.	RMB	12.7	28	8	14	57%	2	5	40%	10	19	53%	6	8	75%	5	10	15	8	7	7	1	2	2	0	41	3
Musa D., Causeur F., Cornelie P., Rodriguez S., Tavares W.	RMB	1.5	4	2	2	100%	0	1	0%	2	3	67%	0	0	-	1	0	1	1	0	1	1	0	0	0	7	0
Musa D., Ndiaye E., Causeur F., Cornelie P., Tavares W.	RMB	0.4	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	0	0	0	0	0	0	0	0	0	2	-1
Musa D., Hezonja M., Cornelie P., Llull S., Rodriguez S.	RMB	0.1	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-1	0
Diallo A., Hall D., Blossomgame J., Brown J., Ouattara Y.	MCO	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Musa D., Causeur F., Williams-Goss N., Cornelie P., Tavares W.	RMB	3.2	7	2	2	100%	1	2	50%	3	4	75%	0	0	-	0	4	4	2	3	1	0	2	0	0	8	0
Motiejunas D., Okobo E., Brown J., James M., Ouattara Y.	MCO	24.1	43	13	26	50%	3	12	25%	16	38	42%	8	12	67%	11	12	23	7	15	15	2	8	0	0	41	1
Abalde A., Musa D., Williams-Goss N., Llull S., Tavares W.	RMB	0.6	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	0	1	0	1	0	0	0	0	0	-2	0
Abalde A., Musa D., Yabusele G., Llull S., Tavares W.	RMB	11.7	26	4	7	57%	3	9	33%	7	16	44%	9	11	82%	3	10	13	7	8	9	1	4	2	0	35	0
Diallo A., Hall D., Blossomgame J., Loyd J., Ouattara Y.	MCO	3.4	4	1	2	50%	0	4	0%	1	6	17%	2	3	67%	0	3	3	0	1	3	1	1	0	0	3	-4
Hall D., Okobo E., Blossomgame J., Loyd J., Ouattara Y.	MCO	6.3	7	1	2	50%	1	4	25%	2	6	33%	2	2	100%	3	2	5	2	4	4	0	3	0	0	7	-5
Musa D., Cornelie P., Llull S., Rodriguez S., Poirier V.	RMB	6.5	12	1	2	50%	3	9	33%	4	11	36%	1	1	100%	4	7	11	2	1	5	0	3	1	0	20	7
Ulanovas E., Brazdeikis I., Kalnietis M., Smits R., Cavanaugh T.	ZAL	0.9	4	1	2	50%	0	0	-	1	2	50%	2	3	67%	1	0	1	2	0	2	0	0	0	0	7	1
Butkevicius A., Ulanovas E., Kalnietis M., Smits R., Cavanaugh T.	ZAL	2.7	4	2	5	40%	0	0	-	2	5	40%	0	0	-	1	2	3	0	1	1	1	0	1	1	5	0
Butkevicius A., Ulanovas E., Hayes K., Kalnietis M., Cavanaugh T.	ZAL	1.9	5	1	1	100%	1	1	100%	2	2	100%	0	0	-	0	0	0	2	0	1	1	0	0	0	9	-1
Butkevicius A., Giedraitis D., Hayes K., Kalnietis M., Cavanaugh T.	ZAL	0.7	1	0	1	0%	0	0	-	0	1	0%	1	2	50%	1	0	1	1	1	1	1	1	0	0	1	1
Butkevicius A., Giedraitis D., Evans K., Hayes K., Cavanaugh T.	ZAL	5.5	10	3	6	50%	1	2	50%	4	8	50%	1	2	50%	1	3	4	4	3	1	0	1	1	2	9	3
Butkevicius A., Giedraitis D., Ulanovas E., Evans K., Hayes K.	ZAL	1.1	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	0	0	0	1	0	0	0	0	0	0	0
Giedraitis D., Ulanovas E., Brazdeikis I., Smits R., Cavanaugh T.	ZAL	0.7	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	0	0	0	0	0	0	0	0
Giedraitis D., Brazdeikis I., Evans K., Smits R., Cavanaugh T.	ZAL	0.7	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	0	0	0	0	1	1	0	0	0	0	1	2
Butkevicius A., Giedraitis D., Brazdeikis I., Smits R., Cavanaugh T.	ZAL	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Butkevicius A., Giedraitis D., Brazdeikis I., Hayes K., Cavanaugh T.	ZAL	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	1	0	0	0	0	0	0	0
M'Baye A., Bryant E., Taylor I., Beaubois R., Clyburn W.	EFS	0.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	-2
Butkevicius A., Brazdeikis I., Kalnietis M., Smits R., Cavanaugh T.	ZAL	1.3	2	1	3	33%	0	0	-	1	3	33%	0	0	-	0	0	0	0	0	0	1	0	0	0	1	-4
Ulanovas E., Brazdeikis I., Birutis L., Kalnietis M., Cavanaugh T.	ZAL	1.2	4	1	1	100%	0	0	-	1	1	100%	2	2	100%	0	0	0	0	0	0	0	0	0	0	4	-2
Giedraitis D., Ulanovas E., Brazdeikis I., Birutis L., Cavanaugh T.	ZAL	1.4	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	0	1	1	0	1	0	1	0	0	0	-1	-1
Giedraitis D., Ulanovas E., Evans K., Hayes K., Cavanaugh T.	ZAL	1.5	4	2	2	100%	0	1	0%	2	3	67%	0	0	-	0	0	0	0	2	0	1	0	0	0	2	1
Polonara A., Dunston B., Bryant E., Beaubois R., Clyburn W.	EFS	1.8	6	1	1	100%	1	1	100%	2	2	100%	1	1	100%	0	2	2	1	1	2	0	1	0	0	9	3
Butkevicius A., Ulanovas E., Brazdeikis I., Birutis L., Kalnietis M.	ZAL	0.6	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	1	0	0	0	0	0	0	3	-1
Giedraitis D., Brazdeikis I., Birutis L., Lelevicius L., Kalnietis M.	ZAL	1.5	0	0	2	0%	0	2	0%	0	4	0%	0	0	-	1	1	2	0	0	0	0	0	0	1	-3	-2
Polonara A., Dunston B., Bryant E., Taylor I., Ilyasoglu O.	EFS	1.5	2	1	3	33%	0	0	-	1	3	33%	0	0	-	1	2	3	0	0	0	0	0	1	0	4	2
Hackett D., Bako I., Weems K., Teodosic M., Shengelia T.	VIR	3.3	2	1	2	50%	0	1	0%	1	3	33%	0	0	-	0	0	0	1	3	1	0	0	0	1	-2	0
Peters A., Canaan I., Papanikolaou K., Black T., Walkup T.	OLY	2.1	8	1	3	33%	1	2	50%	2	5	40%	3	3	100%	1	1	2	2	1	3	3	0	0	0	14	8
Peters A., Canaan I., Papanikolaou K., Sloukas K., Black T.	OLY	2.1	3	1	1	100%	0	1	0%	1	2	50%	1	1	100%	0	3	3	1	0	0	0	1	1	0	6	1
Hackett D., Cordinier I., Bako I., Mickey J., Teodosic M.	VIR	2.5	6	3	3	100%	0	0	-	3	3	100%	0	0	-	0	1	1	2	2	0	0	2	1	1	5	3
Hackett D., Lundberg I., Cordinier I., Mickey J., Weems K.	VIR	0.8	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	2	0	0	-3	-5
Hackett D., Lundberg I., Mickey J., Weems K., Mannion N.	VIR	2.4	7	2	3	67%	1	2	50%	3	5	60%	0	0	-	0	1	1	3	0	1	0	0	0	0	10	0
Larentzakis G., Bolomboy J., Sloukas K., Lountzis M., Mckissic S.	OLY	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0
Canaan I., Papanikolaou K., Fall M., Mckissic S., Walkup T.	OLY	0.2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-2
Hackett D., Cordinier I., Jaiteh M., Teodosic M., Shengelia T.	VIR	17.2	43	9	12	75%	5	9	56%	14	21	67%	10	14	71%	4	11	15	11	5	15	3	5	1	0	67	10
Lundberg I., Cordinier I., Jaiteh M., Mannion N., Shengelia T.	VIR	0.7	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	1	0	0	0	0	0	-1	-2
Lundberg I., Weems K., Jaiteh M., Mannion N., Shengelia T.	VIR	19.6	39	13	19	68%	4	10	40%	17	29	59%	1	2	50%	0	7	7	8	5	4	2	6	0	0	36	-7
Peters A., Canaan I., Papanikolaou K., Fall M., Walkup T.	OLY	26.4	44	17	28	61%	2	14	14%	19	42	45%	4	5	80%	8	12	20	12	10	12	5	9	0	0	50	-6
Lundberg I., Bako I., Weems K., Mannion N., Shengelia T.	VIR	3.5	4	1	2	50%	0	1	0%	1	3	33%	2	2	100%	1	2	3	0	4	1	0	2	0	0	0	-3
